# Every number of the main text of manuscript/draft_v2.md (title to Materials and methods, the six figure captions and the three table captions and bodies, the Data and code availability statement, and the Supporting-information captions), one row per occurrence, in reading order. category: data (checked against the named file at the named line, at the printed precision), design (a fixed setting of the analysis, located in the named file), literature (a value of a cited work, located in the literature table), bound (a stated bound, checked to hold against the file's value), derived (computed from quoted values; the derivation is given), label (a name, index, date or formula constant, not a quantity). Round 17 (the revision of 25 September 2026).
section,paragraph,occurrence,number,category,source_file,locator,note,check,context
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,0.85,design,notes/review_results/partB/exchange_rates_tables.md,"line 4; anchor: (0.85, 0.25)",the operating point,ok," median r₁ 0.855, median |q| 0.249) and the operating point (0.85, 0.25) marked; the black contours are "
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,0.25,design,notes/review_results/partB/exchange_rates_tables.md,"line 4; anchor: (0.85, 0.25)",the operating point,ok,"n r₁ 0.855, median |q| 0.249) and the operating point (0.85, 0.25) marked; the black contours are sts = "
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",2,0.25,design,scripts/15_figures_v2.py,"line 166; anchor: LEVELS = [0.25, 0.5, 1.0, 1.5, 2.0]","contour levels, a plotting setting",ok,"ting point (0.85, 0.25) marked; the black contours are sts = 0.25, 0.5, 1, 1.5 and 2 nats from the botto"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,0.5,design,scripts/15_figures_v2.py,"line 166; anchor: LEVELS = [0.25, 0.5, 1.0, 1.5, 2.0]","contour levels, a plotting setting",ok,"oint (0.85, 0.25) marked; the black contours are sts = 0.25, 0.5, 1, 1.5 and 2 nats from the bottom (th"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",6,1,design,scripts/15_figures_v2.py,"line 166; anchor: LEVELS = [0.25, 0.5, 1.0, 1.5, 2.0]","contour levels, a plotting setting",ok,"(0.85, 0.25) marked; the black contours are sts = 0.25, 0.5, 1, 1.5 and 2 nats from the bottom (the t"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,1.5,design,scripts/15_figures_v2.py,"line 166; anchor: LEVELS = [0.25, 0.5, 1.0, 1.5, 2.0]","contour levels, a plotting setting",ok,"85, 0.25) marked; the black contours are sts = 0.25, 0.5, 1, 1.5 and 2 nats from the bottom (the two be"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,2,design,scripts/15_figures_v2.py,"line 166; anchor: LEVELS = [0.25, 0.5, 1.0, 1.5, 2.0]","contour levels, a plotting setting",ok,") marked; the black contours are sts = 0.25, 0.5, 1, 1.5 and 2 nats from the bottom (the two below th"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",4,0,label,,,q = 0: exact value of the formula,ok, which on the symmetric family equals rtr and is zero at q = 0. (c) sts against the coupling c of the
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",7,1,label,,,"VAR(1), t+1: names and indices",ok,"t q = 0. (c) sts against the coupling c of the symmetric VAR(1) pair x_{t+1} = a x_t + c y_t + ε, y_{"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",8,1,label,,,"VAR(1), t+1: names and indices",ok,"sts against the coupling c of the symmetric VAR(1) pair x_{t+1} = a x_t + c y_t + ε, y_{t+1} = a y_t "
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",9,1,label,,,"VAR(1), t+1: names and indices",ok," the symmetric VAR(1) pair x_{t+1} = a x_t + c y_t + ε, y_{t+1} = a y_t + c x_t + η, with a and the i"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",2,0.85,design,notes/review_results/partB/exchange_rates_tables.md,"line 4; anchor: (0.85, 0.25)",the operating point,ok," the pair's r₁ and q stay fixed. The four curves: (r₁, q) = (0.85, 0.25), the operating point, solid bla"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",3,0.25,design,notes/review_results/partB/exchange_rates_tables.md,"line 4; anchor: (0.85, 0.25)",the operating point,ok,"air's r₁ and q stay fixed. The four curves: (r₁, q) = (0.85, 0.25), the operating point, solid black; (0"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",3,0.85,design,notes/review_results/partB/coupling_map_tables.md,"line 30; anchor: (r1, q) held at (0.85, 0.0)",the second curve's point,ok,": (r₁, q) = (0.85, 0.25), the operating point, solid black; (0.85, 0), grey; (0.6, 0.25), blue; and, das"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",5,0,design,notes/review_results/partB/coupling_map_tables.md,"line 30; anchor: (r1, q) held at (0.85, 0.0)",the second curve's point,ok," q) = (0.85, 0.25), the operating point, solid black; (0.85, 0), grey; (0.6, 0.25), blue; and, dashed"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,0.6,design,notes/review_results/partB/coupling_map_tables.md,"line 56; anchor: (r1, q) held at (0.6, 0.25)",the third curve's point,ok,", 0.25), the operating point, solid black; (0.85, 0), grey; (0.6, 0.25), blue; and, dashed with open ma"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",4,0.25,design,notes/review_results/partB/coupling_map_tables.md,"line 56; anchor: (r1, q) held at (0.6, 0.25)",the third curve's point,ok,"5), the operating point, solid black; (0.85, 0), grey; (0.6, 0.25), blue; and, dashed with open markers,"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",4,0.85,design,notes/review_results/partB/exchange_rates_tables.md,"line 4; anchor: (0.85, 0.25)",the operating point,ok,"0), grey; (0.6, 0.25), blue; and, dashed with open markers, (0.85, −0.25), obtained from the family's in"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,−0.25,derived,,"derived: the mirror of q = +0.25 under the family's invariance (c, q) → (−c, −q) (S3 Text)",,ok,"ey; (0.6, 0.25), blue; and, dashed with open markers, (0.85, −0.25), obtained from the family's invarianc"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,1.2588,data,notes/review_results/partB/coupling_map_tables.md,line 11; the line holds 1.2588; anchor: | +0.00 | 0.8500 | +0.2500 | +0.2125,c = 0,ok,"iance under (c, q) → (−c, −q). At the operating point sts is 1.2588 at c = 0, 1.2315 at +0.02, 1.2155 at +"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",6,0,label,,,c = 0: a value of the formula's argument,ok,", q) → (−c, −q). At the operating point sts is 1.2588 at c = 0, 1.2315 at +0.02, 1.2155 at +0.05 and "
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,1.2315,data,notes/review_results/partB/coupling_map_tables.md,line 12; the line holds 1.2315; anchor: | +0.02 | 0.8450 |,c = +0.02,ok,") → (−c, −q). At the operating point sts is 1.2588 at c = 0, 1.2315 at +0.02, 1.2155 at +0.05 and 1.2569 a"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,+0.02,design,notes/review_results/partB/coupling_map_tables.md,line 12; anchor: | +0.02 | 0.8450 |,the coupling evaluated,ok,"q). At the operating point sts is 1.2588 at c = 0, 1.2315 at +0.02, 1.2155 at +0.05 and 1.2569 at +0.10, "
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,1.2155,data,notes/review_results/partB/coupling_map_tables.md,line 13; the line holds 1.2155; anchor: | +0.05 | 0.8375 |,c = +0.05,ok,"the operating point sts is 1.2588 at c = 0, 1.2315 at +0.02, 1.2155 at +0.05 and 1.2569 at +0.10, and 1.30"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,+0.05,design,notes/review_results/partB/coupling_map_tables.md,line 13; anchor: | +0.05 | 0.8375 |,the coupling evaluated,ok,"ing point sts is 1.2588 at c = 0, 1.2315 at +0.02, 1.2155 at +0.05 and 1.2569 at +0.10, and 1.3023 and 1."
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,1.2569,data,notes/review_results/partB/coupling_map_tables.md,line 14; the line holds 1.2569; anchor: | +0.10 | 0.8250 |,c = +0.10,ok,"sts is 1.2588 at c = 0, 1.2315 at +0.02, 1.2155 at +0.05 and 1.2569 at +0.10, and 1.3023 and 1.4111 at −0."
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,+0.10,design,notes/review_results/partB/coupling_map_tables.md,line 14; anchor: | +0.10 | 0.8250 |,the coupling evaluated,ok,"588 at c = 0, 1.2315 at +0.02, 1.2155 at +0.05 and 1.2569 at +0.10, and 1.3023 and 1.4111 at −0.02 and −0"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,1.3023,data,notes/review_results/partB/coupling_map_tables.md,line 10; the line holds 1.3023; anchor: | -0.02 | 0.8550 |,c = −0.02,ok,"0, 1.2315 at +0.02, 1.2155 at +0.05 and 1.2569 at +0.10, and 1.3023 and 1.4111 at −0.02 and −0.05: couplin"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,1.4111,data,notes/review_results/partB/coupling_map_tables.md,line 9; the line holds 1.4111; anchor: | -0.05 | 0.8625 |,c = −0.05,ok,"t +0.02, 1.2155 at +0.05 and 1.2569 at +0.10, and 1.3023 and 1.4111 at −0.02 and −0.05: coupling of the sa"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,−0.02,design,notes/review_results/partB/coupling_map_tables.md,line 10; anchor: | -0.02 | 0.8550 |,the coupling evaluated,ok,".2155 at +0.05 and 1.2569 at +0.10, and 1.3023 and 1.4111 at −0.02 and −0.05: coupling of the same sign a"
Results / 1. The sixteen atoms in closed form,"Fig 1, caption",1,−0.05,design,notes/review_results/partB/coupling_map_tables.md,line 9; anchor: | -0.05 | 0.8625 |,the coupling evaluated,ok,"0.05 and 1.2569 at +0.10, and 1.3023 and 1.4111 at −0.02 and −0.05: coupling of the same sign as q lowers"
Results / 1. The sixteen atoms in closed form,paragraph 9,1,0.85,design,notes/review_results/partB/coupling_map_tables.md,line 4; anchor: 0.85,the operating point of the coupled family,ok,"family (lagged coupling c; S3 Text), with r₁ and q held at (0.85, 0.25), sts falls from 1.2588 at c = 0 "
Results / 1. The sixteen atoms in closed form,paragraph 9,1,0.25,design,notes/review_results/partB/coupling_map_tables.md,line 4; anchor: 0.25,the operating point of the coupled family,ok," (lagged coupling c; S3 Text), with r₁ and q held at (0.85, 0.25), sts falls from 1.2588 at c = 0 to 1.2"
Results / 1. The sixteen atoms in closed form,paragraph 9,1,1.2588,data,notes/review_results/partB/coupling_map_tables.md,line 8; the line holds 1.2588; anchor: 1.2588,c = 0,ok,"3 Text), with r₁ and q held at (0.85, 0.25), sts falls from 1.2588 at c = 0 to 1.2155 at c = +0.05, then r"
Results / 1. The sixteen atoms in closed form,paragraph 9,1,0,label,,,c = 0,ok,"r₁ and q held at (0.85, 0.25), sts falls from 1.2588 at c = 0 to 1.2155 at c = +0.05, then rises agai"
Results / 1. The sixteen atoms in closed form,paragraph 9,1,1.2155,data,notes/review_results/partB/coupling_map_tables.md,line 13; the line holds 1.2155; anchor: 1.2155,c = +0.05,ok,"d q held at (0.85, 0.25), sts falls from 1.2588 at c = 0 to 1.2155 at c = +0.05, then rises again (1.2569 "
Results / 1. The sixteen atoms in closed form,paragraph 9,1,+0.05,design,notes/review_results/partB/coupling_map_tables.md,line 9; anchor: 0.05,the coupling evaluated,ok,".85, 0.25), sts falls from 1.2588 at c = 0 to 1.2155 at c = +0.05, then rises again (1.2569 at +0.10), an"
Results / 1. The sixteen atoms in closed form,paragraph 9,1,1.2569,data,notes/review_results/partB/coupling_map_tables.md,line 14; the line holds 1.2569; anchor: | +0.10 | 0.8250 |,c = +0.10,ok,"m 1.2588 at c = 0 to 1.2155 at c = +0.05, then rises again (1.2569 at +0.10), and rises to 1.4111 at c = −"
Results / 1. The sixteen atoms in closed form,paragraph 9,1,+0.10,design,notes/review_results/partB/coupling_map_tables.md,line 8; anchor: 0.10,the coupling evaluated,ok,"t c = 0 to 1.2155 at c = +0.05, then rises again (1.2569 at +0.10), and rises to 1.4111 at c = −0.05: cou"
Results / 1. The sixteen atoms in closed form,paragraph 9,1,1.4111,data,notes/review_results/partB/coupling_map_tables.md,line 9; the line holds 1.4111; anchor: | -0.05 | 0.8625 |,c = −0.05,ok,"c = +0.05, then rises again (1.2569 at +0.10), and rises to 1.4111 at c = −0.05: coupling of the same sign"
Results / 1. The sixteen atoms in closed form,paragraph 9,1,−0.05,design,notes/review_results/partB/coupling_map_tables.md,line 9; anchor: | -0.05 | 0.8625 |,the coupling evaluated,ok,"n rises again (1.2569 at +0.10), and rises to 1.4111 at c = −0.05: coupling of the same sign as q, up to "
Results / 1. The sixteen atoms in closed form,paragraph 9,2,+0.10,design,notes/review_results/partB/coupling_map_tables.md,line 14; anchor: | +0.10 | 0.8250 |,the coupling evaluated,ok,"111 at c = −0.05: coupling of the same sign as q, up to c = +0.10, lowers the atom called synergy, and co"
Results / 1. The sixteen atoms in closed form,paragraph 10,1,−0.0844,data,notes/review_results/partB/family_atoms_tables.md,line 28; the line holds -0.0844; anchor: Excess sts − (xtx + yty),"observed excess, ts_gsr",ok,le 1): the excess sts − (xtx + yty) is negative in the data (−0.0844) and in the AR(1)-substituted atoms (−
Results / 1. The sixteen atoms in closed form,paragraph 10,1,1,label,,,AR(1): a name,ok," (xtx + yty) is negative in the data (−0.0844) and in the AR(1)-substituted atoms (−0.1003), the mirr"
Results / 1. The sixteen atoms in closed form,paragraph 10,1,−0.1003,data,notes/review_results/partB/family_atoms_tables.md,line 28; the line holds -0.1003; anchor: Excess sts − (xtx + yty),"AR(1)-substituted excess, ts_gsr",ok,"ve in the data (−0.0844) and in the AR(1)-substituted atoms (−0.1003), the mirror atoms are negative, and e"
Results / 1. The sixteen atoms in closed form,paragraph 10,2,1,label,,,AR(1): a name,ok,"atoms are negative, and every atom moved under DMT as its AR(1)-substituted value did (Fig 2). The st"
Results / 1. The sixteen atoms in closed form,paragraph 10,3,1,label,,,AR(1): a name,ok,f the windows' cross-lag correlations departing from their AR(1) values (S3 Text): a stationary finit
Results / 1. The sixteen atoms in closed form,paragraph 10,1,−0.037,data,notes/review_results/logs/review_v2_residual_null.log,line 7; the line holds -0.0373; anchor: W= 60: a=0.866,"the null's residual level at W = 60, −0.0373",ok,"hose values hold in population, reproduces most of its level (−0.037 against −0.049 at W = 60), so that le"
Results / 1. The sixteen atoms in closed form,paragraph 10,1,−0.049,data,notes/review_results/partB/residual_source.log,line 4; the line holds -0.0489; anchor: Means over all cells: observed sts 1.1377; AR(1) prediction 1.1865 (residual -0.0489),"the data's mean residual over all cells at W = 60, −0.0489",ok,"d in population, reproduces most of its level (−0.037 against −0.049 at W = 60), so that level is mostly t"
Results / 1. The sixteen atoms in closed form,paragraph 10,1,60,design,manuscript/analysis_record.md,line 189; anchor: W = 60,W = 60,ok,"n, reproduces most of its level (−0.037 against −0.049 at W = 60), so that level is mostly the respons"
Results / 1. The sixteen atoms in closed form,"Table 1, title and caption",1,1,design,notes/review_results/partB/family_atoms_tables.md,"line 6; anchor: ## ts_gsr, W = 60: Table 1's columns","design: windows 1–4 / 6–14, 14 subjects, W = 60, sixteen atoms",ok," 1. The sixteen whole-brain atoms under MMI, observed and AR(1)-substituted.** Each pair's measured ("
Results / 1. The sixteen atoms in closed form,"Table 1, title and caption",2,1,design,notes/review_results/partB/family_atoms_tables.md,"line 6; anchor: ## ts_gsr, W = 60: Table 1's columns","design: windows 1–4 / 6–14, 14 subjects, W = 60, sixteen atoms",ok,"ituted.** Each pair's measured (a_x, a_y, q) put into the AR(1) family (Results 4). DMT pre-injection"
Results / 1. The sixteen atoms in closed form,"Table 1, title and caption",3,1,design,notes/review_results/partB/family_atoms_tables.md,"line 6; anchor: ## ts_gsr, W = 60: Table 1's columns","design: windows 1–4 / 6–14, 14 subjects, W = 60, sixteen atoms",ok,he AR(1) family (Results 4). DMT pre-injection level (windows 1–4) and DMT contrast (DiD: windows 6–1
Results / 1. The sixteen atoms in closed form,"Table 1, title and caption",1,4,design,notes/review_results/partB/family_atoms_tables.md,"line 6; anchor: ## ts_gsr, W = 60: Table 1's columns","design: windows 1–4 / 6–14, 14 subjects, W = 60, sixteen atoms",ok, AR(1) family (Results 4). DMT pre-injection level (windows 1–4) and DMT contrast (DiD: windows 6–14 
Results / 1. The sixteen atoms in closed form,"Table 1, title and caption",1,6,design,notes/review_results/partB/family_atoms_tables.md,"line 6; anchor: ## ts_gsr, W = 60: Table 1's columns","design: windows 1–4 / 6–14, 14 subjects, W = 60, sixteen atoms",ok,"-injection level (windows 1–4) and DMT contrast (DiD: windows 6–14 minus 1–4, DMT minus placebo); nat"
Results / 1. The sixteen atoms in closed form,"Table 1, title and caption",1,14,design,notes/review_results/partB/family_atoms_tables.md,"line 6; anchor: ## ts_gsr, W = 60: Table 1's columns","design: windows 1–4 / 6–14, 14 subjects, W = 60, sixteen atoms",ok,"njection level (windows 1–4) and DMT contrast (DiD: windows 6–14 minus 1–4, DMT minus placebo); nats, "
Results / 1. The sixteen atoms in closed form,"Table 1, title and caption",4,1,design,notes/review_results/partB/family_atoms_tables.md,"line 6; anchor: ## ts_gsr, W = 60: Table 1's columns","design: windows 1–4 / 6–14, 14 subjects, W = 60, sixteen atoms",ok,"level (windows 1–4) and DMT contrast (DiD: windows 6–14 minus 1–4, DMT minus placebo); nats, mean ove"
Results / 1. The sixteen atoms in closed form,"Table 1, title and caption",2,4,design,notes/review_results/partB/family_atoms_tables.md,"line 6; anchor: ## ts_gsr, W = 60: Table 1's columns","design: windows 1–4 / 6–14, 14 subjects, W = 60, sixteen atoms",ok,"vel (windows 1–4) and DMT contrast (DiD: windows 6–14 minus 1–4, DMT minus placebo); nats, mean over "
